teid,chain_id,n_tickets_in_chain,chain_start,chain_end,branch_ids,equipment_names,group_labels,sample_notes
661546,1,1,2023-10-04 00:00:00,2024-04-17 23:59:00,,T1,QBRD11,REV: Wed Oct 04 00:03:23 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
661546,2,2,2024-05-01 00:00:00,2024-06-05 12:20:00,,T1,QSUE74,"SUP: . ERCOT requested that outages be resubmitted as a Forced Outage for the first three days of the QSE
REQ: Resubmitting for QSE change (from QBRD11 to QSUE 74)  Resubmitting to include additional components."
661931,1,1,2023-10-04 00:00:00,2024-04-17 23:59:00,,TORTO_BA_TLINE1,QBRD11,REV: Wed Oct 04 00:03:23 CDT 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
661931,2,2,2024-05-01 00:00:00,2024-06-05 12:20:00,,TORTO_BA_TLINE1,QSUE74,"SUP: . ERCOT requested that outages be resubmitted as a Forced Outage for the first three days of the QSE
REQ: Resubmitting for QSE change (from QBRD11 to QSUE 74)  Resubmitting to include additional components."
665428,1,1,2023-12-01 00:00:00,2023-12-01 00:01:00,,HIDOUT_WISE1,HIDEOUT,"REV: Fri Dec 01 00:05:00 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Line sections for New Hideout POI."
665428,2,1,2024-01-24 18:01:00,2024-05-08 17:19:00,,HIDOUT_WISE1,,"SUP: Line from Jack County -Hideout - Wise County has been energized. Additional equipment at Hideout will be energized at a later date.
REV: Wed Jan 24 18:01:34 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization. New Hideout POI being constructed for New Oncor Runaway Bay Sub."
665429,1,1,2023-12-01 00:00:00,2023-12-01 00:01:00,,JCKCN_HIDOUT1,HIDEOUT,"REV: Fri Dec 01 00:05:00 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Line sections for New Hideout POI."
665429,2,1,2024-01-24 18:01:00,2024-05-08 17:19:00,,JCKCN_HIDOUT1,,"SUP: Line from Jack County -Hideout - Wise County has been energized. Additional equipment at Hideout will be energized at a later date.
REV: Wed Jan 24 18:01:34 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization. New Hideout POI being constructed for New Oncor Runaway Bay Sub."
668910,1,1,2023-12-01 00:00:00,2024-01-31 12:40:00,,T1,,REV: Fri Dec 01 00:03:24 CST 2023: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
668910,2,1,2024-03-06 08:00:00,2024-03-06 17:00:00,,T1,QBRD11,"REV: Wed Mar 06 08:00:21 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Transformer tap changer position adjustment"
672174,1,2,2024-01-04 00:00:00,2024-04-15 06:59:00,,CMLCHE_RESNIK21,NewEquip,"SUP: Continues
REV: Thu Jan 04 00:00:50 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment entering the model. Not in service."
672174,2,1,2024-07-23 10:06:00,2025-02-14 06:59:00,,CMLCHE_RESNIK21,,"SUP: .
REQ: CML not ready for service"
677536,1,1,2024-02-01 00:00:00,2024-02-19 14:00:00,,KT2,ROW2tran,"REV: Thu Feb 01 00:01:59 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: new equipment for commissioning resource"
677536,2,1,2024-03-07 18:30:00,2024-03-07 21:30:00,,KT2,ROW,"REV: Thu Mar 07 18:30:45 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Outage required to swich control room over to permanent plant power source from tempory construction power source.
REQ: Outage required to switch control room over to permanent plant power source from tempory construction power source."
679670,1,1,2024-04-03 00:00:00,2024-04-03 00:01:00,,KT1,CLO ener,"REV: Wed Apr 03 00:03:02 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: commissioning new equipment"
679670,2,1,2024-04-17 00:00:00,2024-05-01 17:22:00,,KT1,,"REV: Wed Apr 17 00:00:40 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization"
679670,3,1,2024-05-10 16:30:00,2024-05-13 15:45:00,,KT1,,"REQ: [240510_1630_2558]
SUP: new equipment energization "
679671,1,1,2024-04-03 00:00:00,2024-04-03 00:01:00,,KT2,CLO ener,"REV: Wed Apr 03 00:03:02 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: commissioning new equipment"
679671,2,1,2024-04-17 00:00:00,2024-05-01 17:22:00,,KT2,,"REV: Wed Apr 17 00:00:40 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization"
681398,1,2,2024-04-10 00:00:00,2024-04-22 12:40:00,,245_A,48528,REV: Wed Apr 10 00:01:21 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
681398,2,1,2024-04-30 18:01:00,2024-05-14 12:52:00,,245_A,,SUP: .
700396,1,1,2024-05-01 00:00:00,2024-06-12 13:54:00,,527_A,49664,"SUP: closed
SUP: .
REV: Thu May 02 10:34:15 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
700396,2,1,2024-10-09 07:25:00,2024-12-20 22:30:00,,527_A,49664,SUP: .
700397,1,1,2024-05-01 00:00:00,2024-06-12 13:54:00,,529_B,49664,"SUP: closed
SUP: .
REV: Thu May 02 10:34:15 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
700397,2,1,2024-10-09 07:25:00,2024-12-20 22:30:00,,529_B,49664,SUP: .
707045,1,1,2024-07-03 00:00:00,2024-07-18 14:41:00,,GKS_BESS_TLINE1,,"REV: Wed Jul 03 00:00:46 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment Energization
REQ: [240515_1059_2113]"
707045,2,1,2024-09-14 09:00:00,2024-09-15 19:10:00,,GKS_BESS_TLINE1,GKC,"REV: Sat Sep 14 09:00:42 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Full site outage to thoroughly inspect equipment prior to site energization
REQ: [240913_1129_0936]"
707168,1,1,2024-07-03 00:00:00,2024-07-18 15:30:00,,MPT1,,"REV: Wed Jul 03 00:00:46 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: [240515_1059_2113]
SUP: New Equipment Energization"
707168,2,1,2024-09-14 09:00:00,2024-09-15 19:10:00,,MPT1,GKC,"REV: Sat Sep 14 09:00:42 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Full site outage to thoroughly inspect equipment prior to site energization
REQ: [240913_1129_0936]"
710668,1,1,2024-08-01 00:00:00,2025-03-01 23:59:00,,FP_SD1,STRAND,"SUP: New outages submitted due to expired entries. New End Date is 4/30/25.
REV: Thu Aug 01 00:00:56 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: ENGINEERING WILL BE SUBMITTING THE NOMCRS FOR EXISTING OPERATIONAL MODEL AS PART OF THE AIRPORT SUBSTATION DECOMMISSION PROJECT."
710668,2,1,2025-03-10 22:31:00,2025-05-22 15:33:00,,FP_SD1,STRAND,"REQ: Line was energized on May 22 at 1533.
REQ: As per Mr. Martinez, this outage needs to be extended until the end of May.
SUP: As per Mr. Martinez, this outage needs to be extended until the end of May.
REQ: ORIGINAL OUTAGE BPU00023175 and BPU00023174 WAS NOT EXTENDED DURING THE TIMEFRAME PERMITTED. A NEW OUTAGE IS BEING SUBMITTED.  ENGINEERING WILL BE SUBMITTING THE NOMCRS FOR EXISTING OPERATIONAL MODEL AS PART OF THE AIRPORT SUBSTATION DECOMMISSION PROJECT."
710681,1,1,2024-08-01 00:00:00,2025-03-01 23:59:00,,SP_SM1,STRAND,"SUP: New outages submitted due to expired entries. New End Date is 4/30/25.
REV: Thu Aug 01 00:00:56 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: ENGINEERING WILL BE SUBMITTING THE NOMCRS FOR EXISTING OPERATIONAL MODEL AS PART OF THE AIRPORT SUBSTATION DECOMMISSION PROJECT."
710681,2,1,2025-03-10 22:31:00,2025-05-10 10:21:00,,SP_SM1,,"REQ: the 138kv line from south plant to southmost is energized.
SUP: As per Mr. Martinez, this outage needs to be extended until the end of May.
REQ: As per Mr. Martinez, this outage needs to be extended until the end of May.
REQ: ORIGINAL OUTAGE BPU00023175 and BPU00023174 WAS NOT EXTENDED DURING THE TIMEFRAME PERMITTED. A NEW OUTAGE IS BEING SUBMITTED.  ENGINEERING WILL BE SUBMITTING THE NOMCRS FOR EXISTING OPERATIONAL MODEL AS PART OF THE AIRPORT SUBSTATION DECOMMISSION PROJECT."
719944,1,2,2024-10-01 23:55:00,2024-11-15 18:00:00,,14120_A,49455,REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
719944,2,1,2024-12-03 15:17:00,2024-12-09 16:42:00,,14120_A,,"SUP: .
REQ: extend new equipment"
719945,1,2,2024-10-01 23:55:00,2024-11-15 18:00:00,,6481_G,49455,REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
719945,2,1,2024-12-03 15:17:00,2024-12-09 16:42:00,,6481_G,,"SUP: .
REQ: extend new equipment"
719946,1,2,2024-10-01 23:55:00,2024-11-15 18:00:00,,6482_E,49455,REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
719946,2,1,2024-12-03 15:17:00,2024-12-09 16:43:00,,6482_E,,"SUP: .
REQ: extend new equipment"
722121,1,1,2024-11-01 00:00:00,2025-03-27 10:12:00,,T1,Anol_Tx,"SUP: Energization in process. Outages for these points are now ended.
SUP: Energization is occurring in phases over the next few days.
REV: Fri Nov 01 00:02:08 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Anole substation out during new equipment energization. Energization date is 3/27/2025. Emergency restoration hours set to outage length because equipment is not able to be brought online prior to energization date in the event of an emergency."
722121,2,1,2025-05-20 10:30:00,2025-05-20 16:58:00,,T1,ANOLE TX,"SUP: Work complete
REV: Tue May 20 11:58:44 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Substation maintenance work for new equipment energization"
722136,1,2,2024-11-01 00:00:00,2024-12-18 11:00:00,,T1,BKSL_TX,"SUP: Burksol energization is starting today.
SUP: Energization rescheduled
SUP: Received notice from RE that energization is delayed
SUP: Burksol onsite team is planning to energize substation (12/11) at 9AM Central, ending the outages on following points: BKSL_TLINE1 89-L1 52-T1 T1 Remaining points will be re-entered as new outages.
SUP: New planned end for commissioning of asset.
REV: Fri Nov 01 00:02:09 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment energization. PLD November 1, 2024, energization date November 20 2024."
722136,2,1,2025-01-05 09:00:00,2025-01-05 13:00:00,,T1,BKSL_TX,"SUP: Late with actual end
REV: Sun Jan 05 09:00:48 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Substation punchlist activities"
724069,1,1,2024-11-01 00:00:00,2025-01-02 09:42:00,,T1,DSWL_TX,"SUP: Energization date delayed
REV: Fri Nov 01 00:02:10 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment energization. PLD November 1, 2024, energization date December 12 2024."
724069,2,2,2025-01-06 15:26:00,2025-01-17 07:50:00,,T1,"DSWL_TX, DW_TX1","SUP: Troubleshooting ended
SUP: Substation troubleshooting extended.
SUP: Reason is substation troubleshooting"
724071,1,1,2024-11-01 00:00:00,2025-01-10 00:00:00,,DSWL_SC1,,"SUP: Outage should have been extended, which was an error. Given planned end is no longer editable, we will end this outage and create a new forced outage with the correct planned end date.
SUP: Energization delayed
SUP: Energization date delayed
REV: Fri Nov 01 00:02:10 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment energization. PLD November 1, 2024, energization date December 12 2024."
724071,2,1,2025-01-15 13:15:00,2025-01-27 08:00:00,,DSWL_SC1,DSWL_TX3,"SUP: Commissioning schedule change
SUP: Hot commissioning ongoing
SUP: Planned end is updated schedule for start of hot commissioning.
SUP: Adjusting work schedule
SUP: Energization is still in process. Planned end is updated schedule for start of hot commissioning."
725267,1,4,2024-10-02 00:00:00,2025-03-10 15:15:00,,T1,"PAD1, PAD1_ESS","REV: Wed Oct 02 00:01:11 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization
SUP: New Equipment Energization"
725267,2,1,2025-04-07 14:44:00,2025-04-10 09:13:00,,T1,Padua,"REQ: outage for energization of new equipment
SUP: outage for energization of new equipment"
728562,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,ANTL_ESS_TLINE1,ANTL,"REV: Wed Dec 04 00:01:06 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization"
728562,2,2,2025-01-08 00:00:00,2025-02-28 23:59:00,,ANTL_ESS_TLINE1,ANTL,"SUP: Continuation entered
REV: Wed Jan 08 00:00:47 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization"
728842,1,1,2024-11-01 00:00:00,2025-03-27 10:12:00,,ANOL_ESS_TLINE1,Anol_Tx,"SUP: Energization in process. Outages for these points are now ended.
SUP: Energization is occurring in phases over the next few days.
REV: Fri Nov 01 00:02:08 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Anole substation out during new equipment energization. Energization date is 3/27/2025. Emergency restoration hours set to outage length because equipment is not able to be brought online prior to energization date in the event of an emergency."
728842,2,1,2025-05-20 10:30:00,2025-05-20 16:58:00,,ANOL_ESS_TLINE1,ANOLE TX,"SUP: Work complete
REV: Tue May 20 11:58:44 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Substation maintenance work for new equipment energization"
728935,1,2,2024-11-01 00:00:00,2024-12-18 11:00:00,,BKSL_TLINE1,BKSL_TX,"SUP: Energization starting today
SUP: Energization rescheduled
SUP: Received notice from RE that energization is delayed
SUP: Burksol onsite team is planning to energize substation (12/11) at 9AM Central, ending the outages on following points: BKSL_TLINE1 89-L1 52-T1 T1 Remaining points will be re-entered as new outages.
SUP: New planned end for commissioning of asset.
REV: Fri Nov 01 00:02:09 CDT 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New equipment energization. PLD November 1, 2024, energization date November 20 2024."
728935,2,1,2025-01-05 09:00:00,2025-01-05 13:00:00,,BKSL_TLINE1,BKSL_TX,"SUP: Late with actual end
REV: Sun Jan 05 09:00:48 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: Substation punchlist activities"
729701,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,T1,ANTL,"REV: Wed Dec 04 00:01:06 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization"
729701,2,2,2025-01-08 00:00:00,2025-02-28 23:59:00,,T1,ANTL,"SUP: Continuation entered
REV: Wed Jan 08 00:00:47 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization"
731626,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,CARN_ESS_TL1,CARN,"REV: Wed Dec 04 00:01:07 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization"
731626,2,2,2025-01-08 00:00:00,2025-04-30 23:59:00,,CARN_ESS_TL1,CARN,"SUP: Continuation entered
REV: Wed Jan 08 00:00:48 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization"
731819,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,T1,CARN,"REV: Wed Dec 04 00:01:07 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New equipment energization"
731819,2,2,2025-01-08 00:00:00,2025-04-30 23:59:00,,T1,CARN,"SUP: Continuation entered
REV: Wed Jan 08 00:00:48 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization"
731938,1,2,2024-12-04 00:00:00,2025-04-05 15:30:00,,SU2H,TIMPP,"SUP: Initial energization has occurred,
REQ: Energization date pushed back
REQ: New energization date
REV: Wed Dec 04 00:00:41 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization"
731938,2,1,2025-04-11 15:01:00,2025-05-02 09:30:00,,SU2H,TIMPP,"SUP: Energized.
REQ: Energization date pushed back
REQ: Energization pushed back
REQ: Outages on these elements were closed but the energization process is having problems and needs to be pushed back."
732011,1,1,2025-02-05 00:00:00,2025-02-05 00:01:00,,6148_E,39399,"REV: Wed Feb 05 00:00:39 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
732011,2,1,2025-02-18 11:00:00,2025-03-19 18:00:00,,6148_E,39399,SUP: new
732012,1,1,2025-02-05 00:00:00,2025-02-05 00:01:00,,6148_F,39399,"REV: Wed Feb 05 00:00:39 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
732012,2,1,2025-02-18 11:00:00,2025-03-19 18:00:00,,6148_F,39399,SUP: new
732013,1,1,2025-02-05 00:00:00,2025-02-05 00:01:00,,6148_G,39399,"REV: Wed Feb 05 00:00:39 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model."
732013,2,1,2025-02-18 11:00:00,2025-03-19 18:00:00,,6148_G,39399,SUP: new
735404,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,SIOUX_LOWR_ESS1,,"SUP: ICCP modeling issue
REV: Wed Dec 04 00:01:19 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Lower Rio BESS addition at Sioux substation."
735404,2,1,2025-02-05 00:00:00,2025-05-02 19:10:00,,SIOUX_LOWR_ESS1,,"SUP: Work complete. Lower Rio Bess line in service.
REV: Wed Feb 05 00:00:43 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Lower Rio BESS addition at Sioux substation."
744779,1,1,2025-04-02 00:00:00,2025-04-10 08:19:00,,CLAYTNVL_CMPSP1,campspgs,"SUP: Extended due to lack of materials.
REV: Wed Apr 02 00:00:37 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New station for Big Country EC"
744779,2,1,2025-04-13 08:20:00,2025-07-09 09:12:00,,CLAYTNVL_CMPSP1,campspgs,"SUP: Work is Complete.
REQ: Equipment not ready for energization.
REV: Sun Apr 13 08:20:55 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New station for Big Country EC. This was extended due to lack of materials needed to complete."
745547,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,PEYTON_II_LINE1,1204,"REV: Wed Dec 04 00:01:04 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization
SUP: New Equipment Energization"
745547,2,1,2024-12-18 00:00:00,2025-01-13 12:13:00,,PEYTON_II_LINE1,,"REQ: Ending outage.
SUP: Ending outage.
REV: Wed Dec 18 00:01:00 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization
REQ: New Equipment Energization"
745660,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,KT1,1204,"REV: Wed Dec 04 00:01:04 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
SUP: New Equipment Energization
REQ: New Equipment Energization"
745660,2,1,2024-12-18 00:00:00,2025-01-13 12:13:00,,KT1,,"SUP: Ending outage.
REQ: Ending outage.
REV: Wed Dec 18 00:01:00 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization
REQ: New Equipment Energization"
749621,1,1,2025-05-01 00:00:00,2025-05-15 18:53:00,,3423_A,,REV: Thu May 01 00:02:05 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
749621,2,1,2025-05-28 08:59:00,2025-06-12 12:00:00,,3423_A,24-27344,"SUP: HOOK EM
REQ: Line not yet energized"
750147,1,1,2025-05-01 00:00:00,2025-06-27 17:00:00,,KT1,TNG,"SUP: Extension of outages to 6/27/2025 (17:00)
SUP: Extension of outages to 6/27/2025 (20:00)
REV: Thu May 01 00:02:15 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization"
750147,2,2,2025-07-10 13:04:00,2025-08-21 09:30:00,,KT1,TNG,SUP: New Equipment forced extension
750148,1,1,2025-05-01 00:00:00,2025-06-27 17:00:00,,KT2,TNG,"SUP: Extension of outages to 6/27/2025 (17:00)
SUP: Extension of outages to 6/27/2025 (20:00)
REV: Thu May 01 00:02:15 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization"
750148,2,2,2025-07-10 13:04:00,2025-08-21 09:30:00,,KT2,TNG,SUP: New Equipment forced extension
752220,1,1,2025-01-08 00:00:00,2025-03-30 23:59:00,,T1,Cachi,"SUP: Additional outage entered
REV: Wed Jan 08 00:00:27 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New equipment energization"
752220,2,1,2025-04-14 11:15:00,2025-05-12 10:14:00,,T1,QSUE79,"SUP: Site synchronizing to grid
REQ: New equipment energization"
752785,1,1,2024-12-04 00:00:00,2024-12-04 00:01:00,,T1A,LR1204,"SUP: not in the system yet.
REV: Wed Dec 04 00:01:11 CST 2024: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization Outages."
752785,2,1,2025-01-15 00:00:00,2025-04-08 23:59:00,,T1A,LR225A,"REV: Wed Jan 15 00:00:34 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization Outages."
755247,1,1,2025-05-01 00:00:00,2025-05-14 19:17:00,,6471_A,51304,"SUP: .
REV: Thu May 01 00:02:07 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
755247,2,1,2025-10-23 08:37:00,2025-12-13 04:35:00,,6471_A,,SUP: inservice
762299,1,1,2025-06-18 00:00:00,2025-09-16 06:59:00,,EARLY_HOLDER1,Early,"REV: Wed Jun 18 00:00:08 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization"
762299,2,1,2025-10-03 17:01:00,2025-10-06 14:42:00,,EARLY_HOLDER1,Early,"SUP: Station energized.
REV: Fri Oct 03 17:01:39 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization"
762671,1,1,2025-06-18 00:00:00,2025-09-16 06:59:00,,BROWNWOD_EARLY1,Early,"REV: Wed Jun 18 00:00:08 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization"
762671,2,1,2025-10-03 17:01:00,2025-10-06 14:42:00,,BROWNWOD_EARLY1,Early,"SUP: Station energized.
REV: Fri Oct 03 17:01:39 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: New Equipment Energization"
762734,1,1,2025-04-09 00:00:00,2025-05-01 16:00:00,,BRISITA_SERDEV1,,"REV: Wed Apr 09 00:00:56 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Current ISD is 5/1/2025
REQ: Not yet in service."
762734,2,1,2025-05-05 08:19:00,2025-05-14 16:45:00,,BRISITA_SERDEV1,,"SUP: .
REQ: Brisita ISD 5/14."
766631,1,5,2025-05-01 00:00:00,2025-08-25 08:56:00,,T1,Tidwell1,"REV: Thu May 01 00:01:53 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
SUP: New Equipment Energization
RAS: New Equipment Energization
REQ: New Equipment Energization"
766631,2,1,2026-03-16 08:00:00,2026-03-16 08:01:00,,T1,QMEA6,"SUP: Outage taken for new equipment energization.
REV: Mon Mar 16 08:00:56 CDT 2026: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization"
774258,1,1,2025-10-08 00:00:00,2025-10-08 00:01:00,,D5_V4TP1,,"SUP: Completed
REV: Wed Oct 08 00:00:41 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization"
774258,2,1,2025-12-22 08:00:00,2026-03-05 12:43:00,,D5_V4TP1,,"REV: Mon Dec 22 08:00:45 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Holding this line element out until the new energization in spring of 2026"
775324,1,1,2025-10-08 00:00:00,2025-10-08 00:01:00,,E4_V4TP1,,"SUP: Completed
REV: Wed Oct 08 00:00:40 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization"
775324,2,1,2025-12-22 08:00:00,2026-03-05 12:43:00,,E4_V4TP1,,"REV: Mon Dec 22 08:00:45 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Holding this line element out until the new energization in spring of 2026"
775406,1,1,2025-10-08 00:00:00,2025-10-08 00:01:00,,V4_V4TP1,,"SUP: Completed
REV: Wed Oct 08 00:00:41 CDT 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REV: This is your notification that further evaluation is required for this request. A decision will be made in the next approval period.  The new equipment is not available in the current future model.
REQ: New Equipment Energization"
775406,2,1,2025-12-22 08:00:00,2026-03-05 12:43:00,,V4_V4TP1,,"REV: Mon Dec 22 08:00:45 CST 2025: Actual Start has been auto-populated by OS due to Nature Of Work = New Equipment Energization
REQ: Holding this line element out until the new energization in spring of 2026"
